iter	Logloss
212	0.4587194196
213	0.4586548549
214	0.4586252232
215	0.4586024833
216	0.4585482143
217	0.458522154
218	0.4585085379
219	0.4584754185
220	0.4584309152
221	0.4583756975
222	0.4583379464
223	0.4583150949
224	0.4582718192
225	0.4582195871
226	0.4581827288
227	0.458159933
228	0.4581307199
229	0.4581108259
230	0.4580833147
231	0.4580379185
232	0.4580155692
233	0.4580040179
234	0.4579743862
235	0.4579201172
236	0.4578754743
237	0.4578189174
238	0.4577702009
239	0.4577449777
240	0.457717885
241	0.4576805804
242	0.4576424665
243	0.4575959821
244	0.4575496094
245	0.4575305525
246	0.4574797712
247	0.4574272879
248	0.4574142299
249	0.4573567243
250	0.4573285435
251	0.457280692
252	0.4572286272
253	0.4572131696
254	0.4571941406
255	0.4571455078
256	0.4571114118
257	0.4570866071
258	0.4570382813
259	0.4570021484
260	0.4569544922
261	0.4569167132
262	0.4568851842
263	0.4568552455
264	0.4568300223
265	0.4568046875
266	0.4567809152
267	0.4567510882
268	0.4567254464
269	0.4566857422
270	0.4566392299
271	0.456591769
272	0.4565605469
273	0.4565516741
274	0.4565326451
275	0.4564827846
276	0.4564534877
277	0.4564183873
278	0.45639149
279	0.456348856
280	0.4562987165
281	0.4562604074
282	0.4562343471
283	0.456188923
284	0.4561667969
285	0.4561308594
286	0.4561010324
287	0.4560424386
288	0.4560148717
289	0.4559570592
290	0.4559297712
291	0.4559030971
292	0.4558786551
293	0.4558610212
294	0.4558150112
295	0.4557784877
296	0.4557547712
297	0.4557165737
298	0.4556722098
299	0.4556457868
300	0.4555994978
301	0.4555783482
302	0.4555405971
303	0.4555066406
304	0.4554709821
305	0.4554513951
306	0.4553840681
307	0.4553511719
308	0.4552841797
309	0.4552402344
310	0.4552155971
311	0.4551898437
312	0.4551397879
313	0.4550933594
314	0.4550685547
315	0.4550236049
316	0.4549582589
317	0.4549030692
318	0.4548720982
319	0.4548382812
320	0.4547895368
321	0.4547681083
322	0.4547472098
323	0.45471476
324	0.4546696429
325	0.454657115
326	0.4546317243
327	0.4545974051
328	0.4545756975
329	0.4545427176
330	0.4545025112
331	0.4544851004
332	0.4544328962
333	0.4543839844
334	0.4543223214
335	0.4542604074
336	0.4542248884
337	0.4541949498
338	0.4541608538
339	0.4541032645
340	0.4540725167
341	0.4540342634
342	0.4540015067
343	0.4539635324
344	0.4539408203
345	0.4539249442
346	0.4539089007
347	0.4538926897
348	0.4538642857
349	0.4538029018
350	0.4537631417
351	0.453729548
352	0.453701423
353	0.4536981864
354	0.45366024
355	0.4536234933
356	0.4535816964
357	0.453561356
358	0.4535106585
359	0.4534768973
360	0.4534497768
361	0.4534152344
362	0.4533929967
363	0.4533688058
364	0.4533407366
365	0.4533061663
366	0.4532728237
367	0.4532265067
368	0.4531975446
369	0.4531627511
370	0.4531503627
371	0.453101702
372	0.4530810268
373	0.4530368862
374	0.4530056362
375	0.452976702
376	0.4529400949
377	0.4529018136
378	0.4528324219
379	0.4527838449
380	0.4527526507
381	0.4527092913
382	0.4526644531
383	0.4526187779
384	0.4525929967
385	0.4525652623
386	0.4525345703
387	0.4525033203
388	0.4524783203
389	0.4524457589
390	0.4524057199
391	0.452382952
392	0.4523424944
393	0.4523190848
394	0.4522992188
395	0.4522637835
396	0.4522223772
397	0.4521835938
398	0.4521561105
399	0.4521171596
400	0.4520968192
401	0.4520810268
402	0.4520538783
403	0.4520319475
404	0.4520189174
405	0.4519774554
406	0.4519652065
407	0.4519145368
408	0.4518836217
409	0.4518553013
410	0.4518178571
411	0.4517693638
412	0.4517413783
413	0.4516888672
414	0.4516630022
415	0.4516169643
416	0.4516051339
417	0.4515876395
418	0.4515585938
419	0.4515116071
420	0.4514869699
421	0.4514612444
422	0.4514270368
423	0.4513912109
424	0.4513570312
425	0.4513406808
426	0.4513112723
427	0.4512654018
428	0.4512431362
429	0.4511938616
430	0.4511594866
431	0.4511300223
432	0.4510904297
433	0.4510594866
434	0.4510232701
435	0.4509908203
436	0.4509492467
437	0.4509047154
438	0.4508729911
439	0.4508203404
440	0.4507887556
441	0.4507715681
442	0.4507408203
443	0.4507090681
444	0.4506865792
445	0.4506513114
446	0.4506404018
447	0.4506285993
448	0.4506068917
449	0.4505451451
450	0.4505117746
451	0.4504905134
452	0.4504435268
453	0.4503969587
454	0.4503522042
455	0.4503247489
456	0.4502928571
457	0.4502690011
458	0.4502092913
459	0.4501667411
460	0.4501376116
461	0.4501015346
462	0.4500659877
463	0.450030385
464	0.4499988281
465	0.4499735212
466	0.4499401228
467	0.4498780134
468	0.4498516741
469	0.4498268136
470	0.4498038783
471	0.4497683315
472	0.4497375837
473	0.4497110212
474	0.4496847377
475	0.44967726
476	0.4496464286
477	0.4495881138
478	0.4495732701
479	0.4495314174
480	0.4495066127
481	0.4495041295
482	0.4494746652
483	0.4494279855
484	0.4493923828
485	0.4493630301
486	0.4493324777
487	0.4492906529
488	0.4492724051
489	0.4492378627
490	0.4492158761
491	0.449139202
492	0.4490918248
493	0.4490659877
494	0.4490365792
495	0.449017048
496	0.4489833984
497	0.4489574498
498	0.4489280134
499	0.4488896205
500	0.4488755301
501	0.4488365234
502	0.4488042411
503	0.4487822545
504	0.4487676897
505	0.4487211496
506	0.4486789621
507	0.4486507813
508	0.4485982701
509	0.4485547712
510	0.4485211217
511	0.4484814732
512	0.4484262835
513	0.4483834263
514	0.4483424386
515	0.4483157645
516	0.448279827
517	0.4482543248
518	0.4482126395
519	0.4481834263
520	0.4481501674
521	0.4481079799
522	0.4480644531
523	0.4480336775
524	0.4479956752
525	0.4479604353
526	0.4479386161
527	0.4479003069
528	0.447878404
529	0.4478469587
530	0.4478123326
531	0.447773298
532	0.4477280134
533	0.4477208705
534	0.4476953404
535	0.4476598493
536	0.4476217076
537	0.4475907366
538	0.4475707031
539	0.4475254185
540	0.4474945033
541	0.447441769
542	0.4473892857
543	0.4473466518
544	0.4473029576
545	0.4472509766
546	0.4472286272
547	0.4471797712
548	0.4471546875
549	0.4470949498
550	0.4470740234
551	0.4470469029
552	0.4470137556
553	0.4469669085
554	0.4469351842
555	0.4469070312
556	0.4468666016
557	0.4468297991
558	0.4468024275
559	0.4467719308
560	0.446719894
561	0.4466919643
562	0.4466621094
563	0.4466361607
564	0.4466002232
565	0.4465607143
566	0.4465277065
567	0.4464935268
568	0.4464538504
569	0.4464102121
570	0.446373856
571	0.4463505859
572	0.4463175223
573	0.4463006696
574	0.4462665179
575	0.4462125
576	0.4461877511
577	0.4461708984
578	0.4461581194
579	0.446140904
580	0.4461019531
581	0.4460677176
582	0.4460281529
583	0.4459816964
584	0.4459438616
585	0.4459179967
586	0.4458834821
587	0.4458660156
588	0.4458361607
589	0.4458115513
590	0.4457918248
591	0.4457575893
592	0.445726981
593	0.4457090123
594	0.4456827009
595	0.4456663504
596	0.4456342076
597	0.4455856306
598	0.4455623047
599	0.4455387835
600	0.4455066685
601	0.4454745257
602	0.4454649833
603	0.4454402623
604	0.4454229074
605	0.4453853795
606	0.4453436384
607	0.4453190011
608	0.4452854074
609	0.4452630859
610	0.4452251116
611	0.4452075614
612	0.4451558036
613	0.4451209821
614	0.4450936942
615	0.4450674665
616	0.4450317801
617	0.4450003906
618	0.4449642299
619	0.4449394252
620	0.4449064174
621	0.4448651228
622	0.4448497768
623	0.4448179967
624	0.4447981585
625	0.4447934431
626	0.4447503069
627	0.4447151507
628	0.444673298
629	0.4446414342
630	0.4446159877
631	0.4445884766
632	0.4445540458
633	0.4445348772
634	0.4445191685
635	0.4444929967
636	0.4444607143
637	0.4444010603
638	0.4443608259
639	0.4443438058
640	0.4443267578
641	0.4443075335
642	0.4442601283
643	0.4442194754
644	0.4441956752
645	0.4441680246
646	0.4441523438
647	0.4441207031
648	0.4440960658
649	0.4440431362
650	0.4440061105
651	0.4439462054
652	0.443928125
653	0.4438768415
654	0.4438414342
655	0.4438354911
656	0.4438047433
657	0.4437946987
658	0.4437750837
659	0.4437561105
660	0.4437216518
661	0.4436799107
662	0.443651981
663	0.4436205078
664	0.4435801339
665	0.4435725725
666	0.4435330915
667	0.4435047712
668	0.4434515625
669	0.4434192801
670	0.443384096
671	0.4433660435
672	0.4433370536
673	0.4432854911
674	0.4432503069
675	0.4432146205
676	0.443194308
677	0.4431692801
678	0.4431317801
679	0.4431021205
680	0.4430614118
681	0.4430262835
682	0.4429904018
683	0.4429567801
684	0.4429145089
685	0.4428771484
686	0.4428599051
687	0.4428338449
688	0.4427893415
689	0.4427706752
690	0.4427462612
691	0.4427159598
692	0.4426964565
693	0.4426563337
694	0.4426293248
695	0.442597154
696	0.442569894
697	0.4425491908
698	0.4425013951
699	0.4424658482
700	0.4424191406
701	0.4423765625
702	0.4423308315
703	0.4422918248
704	0.4422555525
705	0.4421839007
706	0.44212726
707	0.4421101842
708	0.442072154
709	0.4420525949
710	0.4420171038
711	0.4419977958
712	0.4419740234
713	0.4419456752
714	0.4419205636
715	0.4419037109
716	0.4418716518
717	0.4418467634
718	0.4418083426
719	0.441753404
720	0.4416998884
721	0.441655692
722	0.4416132533
723	0.441586942
724	0.4415577009
725	0.4415175502
726	0.4414962333
727	0.4414597656
728	0.4414412109
729	0.4414054687
730	0.4413593192
731	0.4413307757
732	0.4412921875
733	0.4412516462
734	0.4412135324
735	0.4412000837
736	0.4411739118
737	0.441137221
738	0.4411037109
739	0.4410900949
740	0.4410537388
741	0.4410191685
742	0.4409840123
743	0.4409737165
744	0.4409357701
745	0.4409053292
746	0.4408728795
747	0.4408358538
748	0.4408021484
749	0.4407802455
750	0.4407404018
751	0.4407095424
752	0.4406644531
753	0.4406319196
754	0.4406002232
755	0.4405734375
756	0.4405223772
757	0.4405023996
758	0.4404608259
759	0.4404299944
760	0.4403924386
761	0.440357673
762	0.4403379185
763	0.4403040179
764	0.4402827288
765	0.4402553013
766	0.440234096
767	0.4401890625
768	0.4401818359
769	0.4401476004
770	0.4401393694
771	0.4401037667
772	0.4400565011
773	0.44003351
774	0.4400106306
775	0.4399821708
776	0.4399675781
777	0.4399313058
778	0.439864481
779	0.439844894
780	0.4398211775
781	0.4397880859
782	0.4397527065
783	0.4397319196
784	0.4397085658
785	0.4396775112
786	0.4396473214
787	0.43962101
788	0.4395919364
789	0.4395728516
790	0.4395400949
791	0.4395006417
792	0.4394621373
793	0.4394392857
794	0.4393914342
795	0.4393556362
796	0.4393350167
797	0.4393021484
798	0.4392722377
799	0.4392497489
800	0.4392306083
801	0.4391880022
802	0.4391589286
803	0.4391502232
804	0.4391191406
805	0.4390791853
806	0.439050279
807	0.4390182199
808	0.4389905692
809	0.4389571987
810	0.4389341518
811	0.4388875279
812	0.4388598493
813	0.4388270368
814	0.4387973772
815	0.4387578404
816	0.4387220982
817	0.4386953962
818	0.4386655413
819	0.4386422991
820	0.4386087054
821	0.4385849051
822	0.4385408203
823	0.4385167411
824	0.4384917132
825	0.4384425502
826	0.4384243304
827	0.4383917969
828	0.4383446429
829	0.4383039342
830	0.4382760603
831	0.4382396763
832	0.4382196429
833	0.4381989955
834	0.4381745257
835	0.4381328125
836	0.4381118862
837	0.4380878906
838	0.4380408203
839	0.4380126674
840	0.4379891462
841	0.4379479074
842	0.4379111049
843	0.4378791295
844	0.4378450614
845	0.4378141741
846	0.4377906808
847	0.4377683036
848	0.4377396484
849	0.4377207868
850	0.4376836217
851	0.4376575335
852	0.4376306362
853	0.437606529
854	0.4375863839
855	0.4375433594
856	0.4375209542
857	0.4374938895
858	0.4374434152
859	0.4374022321
860	0.4373520089
861	0.4373230469
862	0.4372711496
863	0.4372436384
864	0.4372099051
865	0.4371841797
866	0.4371499721
867	0.4371192522
868	0.4370850725
869	0.437037779
870	0.4370103237
871	0.4369809431
872	0.4369360491
873	0.4369038783
874	0.4368727121
875	0.4368164342
876	0.4367884487
877	0.4367694475
878	0.4367373605
879	0.4367216518
880	0.4366839286
881	0.4366429688
882	0.4366104632
883	0.4365754185
884	0.4365573661
885	0.436520452
886	0.4365009487
887	0.4364517578
888	0.436425865
889	0.4363978795
890	0.4363760603
891	0.4363594587
892	0.4363446708
893	0.4363256138
894	0.4362878906
895	0.4362558315
896	0.4362308036
897	0.4362112723
898	0.4361967076
899	0.4361603237
900	0.4361240792
901	0.4360993304
902	0.436042606
903	0.4360158203
904	0.4359976283
905	0.4359767299
906	0.4359459263
907	0.4359087891
908	0.4358863839
909	0.4358618304
910	0.4358262277
911	0.4357737165
912	0.4357492188
913	0.4357046596
914	0.4356775391
915	0.4356638393
916	0.435630385
917	0.4355967076
918	0.4355734933
919	0.4355347377
920	0.4355154855
921	0.4354851004
922	0.4354392578
923	0.4354142578
924	0.4353940011
925	0.435353125
926	0.4353345145
927	0.4353145647
928	0.4352840402
929	0.4352529297
930	0.4352058315
931	0.4351715123
932	0.4351558873
933	0.4351355748
934	0.4351056641
935	0.4350778181
936	0.4350571429
937	0.4350258371
938	0.4349898437
939	0.4349540458
940	0.4349296596
941	0.4348906529
942	0.4348658482
943	0.4348336775
944	0.4347968192
945	0.4347607701
946	0.4347359096
947	0.434701702
948	0.4346731306
949	0.434649135
950	0.4346209821
951	0.4345941685
952	0.4345588449
953	0.4345490234
954	0.4345404018
955	0.4345082031
956	0.434475
957	0.434460519
958	0.4344262835
959	0.434389481
960	0.43437101
961	0.4343125558
962	0.4342775391
963	0.434255692
964	0.4342211775
965	0.4341836217
966	0.4341363281
